# Domain file:,C:\Users\v-laftabi\Desktop\Nyx\nyx-extension\MA_PDDL\outputs\Car\domain.pddl
# Problem file:,C:\Users\v-laftabi\Desktop\Nyx\nyx-extension\MA_PDDL\outputs\Car\problem.pddl
# Constants.TIMEOUT,1800
# Constants.DELTA_T,10.0
# Constants.TIME_HORIZON,3000
# Constants.DEPTH_LIMIT,3000
# Constants.METRIC_MINIMIZE,True

timestamp,nodes_expanded,max_depth,queue_size,min_metric,max_metric,tracked_goals
1.0,2830,338,776,inf,inf,0
2.0,6571,899,1861,inf,inf,0
3.0,10658,1512,3046,inf,inf,0
4.01,14157,2037,4061,inf,inf,0
5.01,18136,2634,5215,inf,inf,0
6.01,24512,3000,5923,inf,inf,0
7.01,34655,3000,5923,inf,inf,0
8.01,44576,3000,5924,inf,inf,0
9.02,54645,3000,5915,inf,inf,0
10.02,65515,3000,5920,inf,inf,0
11.02,75682,3000,5923,inf,inf,0
12.02,86870,3000,5920,inf,inf,0
13.03,99775,3000,5922,inf,inf,0
14.04,109733,3000,5927,inf,inf,0
15.04,119922,3000,5927,inf,inf,0
16.04,130016,3000,5926,inf,inf,0
17.04,140289,3000,5919,inf,inf,0
18.04,149512,3000,5920,inf,inf,0
19.04,160622,3000,5921,inf,inf,0
20.05,170125,3000,5921,inf,inf,0
21.05,181858,3000,5919,inf,inf,0
22.05,197382,3000,5920,inf,inf,0
23.05,212135,3000,5925,inf,inf,0
24.05,224113,3000,5929,inf,inf,0
25.05,236780,3000,5922,inf,inf,0
26.06,247368,3000,5921,inf,inf,0
27.06,259146,3000,5921,inf,inf,0
28.06,269569,3000,5920,inf,inf,0
29.07,281339,3000,5921,inf,inf,0
30.07,291003,3000,5919,inf,inf,0
31.07,299901,3000,5917,inf,inf,0
32.07,311096,3000,5921,inf,inf,0
33.07,324232,3000,5916,inf,inf,0
34.07,338674,3000,5918,inf,inf,0
35.07,350414,3000,5926,inf,inf,0
36.07,363254,3000,5919,inf,inf,0
37.07,378556,3000,5920,inf,inf,0
38.07,392560,3000,5922,inf,inf,0
39.08,403021,3000,5921,inf,inf,0
40.08,418441,3000,5922,inf,inf,0
41.08,428572,3000,5919,inf,inf,0
42.08,440715,3000,5915,inf,inf,0
43.08,451480,3000,5917,inf,inf,0
44.08,460694,3000,5921,inf,inf,0
45.08,470032,3000,5919,inf,inf,0
46.09,480758,3000,5929,inf,inf,0
47.09,490120,3000,5926,inf,inf,0
48.09,500432,3000,5923,inf,inf,0
49.09,510951,3000,5925,inf,inf,0
50.09,521822,3000,5927,inf,inf,0
51.09,530262,3000,5929,inf,inf,0
52.1,539833,3000,5926,inf,inf,0
53.1,549236,3000,5923,inf,inf,0
54.1,559042,3000,5927,inf,inf,0
55.1,569032,3000,5918,inf,inf,0
56.1,580845,3000,5920,inf,inf,0
57.11,591569,3000,5920,inf,inf,0
58.11,601273,3000,5922,inf,inf,0
59.12,611480,3000,5921,inf,inf,0
60.12,621568,3000,5922,inf,inf,0
61.12,632874,3000,5931,inf,inf,0
